tree	clade_id	tip_name	epi_isl_id	is_singleton
MP	1	EPI4576246|MP|A/duck/Madagascar/72065/2025|EPI_ISL_20090034|A_/_H6N2	EPI_ISL_20090034	False
MP	1	EPI4576253|MP|A/duck/Madagascar/72068/2025|EPI_ISL_20090035|A_/_H6N2	EPI_ISL_20090035	False
MP	1	EPI4576295|MP|A/duck/Madagascar/73453/2025|EPI_ISL_20090042|A_/_H6N2	EPI_ISL_20090042	False
MP	1	EPI4576287|MP|A/duck/Madagascar/73447/2025|EPI_ISL_20090041|A_/_H6N2	EPI_ISL_20090041	False
MP	1	EPI4576301|MP|A/duck/Madagascar/73470/2025|EPI_ISL_20090043|A_/_H6N2	EPI_ISL_20090043	False
MP	1	EPI5132227|MP|A/duck/Madagascar/76882/2025|EPI_ISL_20360487|A_/_H6N1	EPI_ISL_20360487	False
MP	1	EPI5132234|MP|A/duck/Madagascar/77436/2025|EPI_ISL_20360488|A_/_H6N1	EPI_ISL_20360488	False
MP	1	EPI5132241|MP|A/duck/Madagascar/77455/2025|EPI_ISL_20360489|A_/_H6N1	EPI_ISL_20360489	False
MP	1	EPI5132214|MP|A/duck/Madagascar/76277/2025|EPI_ISL_20360485|A_/_H9N2	EPI_ISL_20360485	False
MP	1	EPI5132261|MP|A/duck/Madagascar/78021/2025|EPI_ISL_20360492|A_/_H9N2	EPI_ISL_20360492	False
MP	1	EPI5132254|MP|A/duck/Madagascar/78020/2025|EPI_ISL_20360491|A_/_H9N2	EPI_ISL_20360491	False
MP	1	EPI4576234|MP|A/duck/Madagascar/71902/2025|EPI_ISL_20090032|A_/_H9N2	EPI_ISL_20090032	False
MP	1	EPI4209611|MP|A/duck/Madagascar/71559/2025|EPI_ISL_19813420|A_/_H9N2	EPI_ISL_19813420	False
MP	1	EPI4209596|MP|A/duck/Madagascar/71551/2025|EPI_ISL_19813418|A_/_H9N2	EPI_ISL_19813418	False
MP	1	EPI4209548|MP|A/duck/Madagascar/71272/2025|EPI_ISL_19813411|A_/_H9N2	EPI_ISL_19813411	False
MP	1	EPI3748397|MP|A/duck/Madagascar/81434/2024|EPI_ISL_19638434|A_/_H9N6	EPI_ISL_19638434	False
MP	1	EPI3748389|MP|A/duck/Madagascar/81189/2024|EPI_ISL_19638433|A_/_H9N6	EPI_ISL_19638433	False
MP	1	EPI4209553|MP|A/duck/Madagascar/71297/2025|EPI_ISL_19813412|A_/_H4N6	EPI_ISL_19813412	False
MP	1	EPI4576267|MP|A/duck/Madagascar/72662/2025|EPI_ISL_20090037|A_/_H6N1	EPI_ISL_20090037	False
MP	1	EPI4576280|MP|A/duck/Madagascar/73245/2025|EPI_ISL_20090040|A_/_H6N1	EPI_ISL_20090040	False
MP	1	EPI4209583|MP|A/duck/Madagascar/71442/2025|EPI_ISL_19813416|A_/_H6N1	EPI_ISL_19813416	False
MP	1	EPI4209560|MP|A/duck/Madagascar/71310/2025|EPI_ISL_19813413|A_/_H6N1	EPI_ISL_19813413	False
MP	1	EPI4209575|MP|A/duck/Madagascar/71441/2025|EPI_ISL_19813415|A_/_H6N1	EPI_ISL_19813415	False
MP	1	EPI3629662|MP|A/duck/Madagascar/75368/2024|EPI_ISL_19530542|A_/_H4N6	EPI_ISL_19530542	False
MP	1	EPI3629727|MP|A/duck/Madagascar/77224/2024|EPI_ISL_19530552|A_/_H4N6	EPI_ISL_19530552	False
MP	1	EPI3629734|MP|A/duck/Madagascar/77238/2024|EPI_ISL_19530553|A_/_H4N6	EPI_ISL_19530553	False
MP	1	EPI3629651|MP|A/duck/Madagascar/74407/2024|EPI_ISL_19530540|A_/_H6N1	EPI_ISL_19530540	False
MP	1	EPI5132321|MP|A/duck/Madagascar/78497/2025|EPI_ISL_20360500|A_/_H5N1	EPI_ISL_20360500	False
MP	1	EPI5132328|MP|A/duck/Madagascar/78500/2025|EPI_ISL_20360501|A_/_H5N1	EPI_ISL_20360501	False
MP	2	EPI3629769|MP|A/duck/Madagascar/78609/2023|EPI_ISL_19530558|A_/_H9N2	EPI_ISL_19530558	False
MP	2	EPI3629842|MP|A/duck/Madagascar/78830/2023|EPI_ISL_19530570|A_/_H9N2	EPI_ISL_19530570	False
MP	3	EPI3629568|MP|A/Madagascar/02676/2024|EPI_ISL_19530528|A_/_H1N1	EPI_ISL_19530528	False
MP	3	EPI3629575|MP|A/Madagascar/02679/2024|EPI_ISL_19530529|A_/_H1N1	EPI_ISL_19530529	False
MP	3	EPI3629459|MP|A/Madagascar/02437/2024|EPI_ISL_19530513|A_/_H1N1	EPI_ISL_19530513	False
MP	3	EPI3629532|MP|A/Madagascar/02577/2024|EPI_ISL_19530523|A_/_H1N1	EPI_ISL_19530523	False
MP	3	EPI3629419|MP|A/Madagascar/01832/2024|EPI_ISL_19530507|A_/_H1N1	EPI_ISL_19530507	False
MP	3	EPI3629539|MP|A/Madagascar/02590/2024|EPI_ISL_19530524|A_/_H1N1	EPI_ISL_19530524	False
MP	3	EPI3629304|MP|A/Madagascar/02918/2024|EPI_ISL_19530488|A_/_H1N1	EPI_ISL_19530488	False
MP	3	EPI3629413|MP|A/Madagascar/01828/2024|EPI_ISL_19530506|A_/_H1N1	EPI_ISL_19530506	False
MP	3	EPI3629403|MP|A/Madagascar/01759/2024|EPI_ISL_19530504|A_/_H1N1	EPI_ISL_19530504	False
MP	3	EPI3629386|MP|A/Madagascar/01751/2024|EPI_ISL_19530501|A_/_H1N1	EPI_ISL_19530501	False
MP	3	EPI3629546|MP|A/Madagascar/02630/2024|EPI_ISL_19530525|A_/_H1N1	EPI_ISL_19530525	False
MP	4	EPI3629436|MP|A/Madagascar/02405/2024|EPI_ISL_19530510|A_/_H1N1	EPI_ISL_19530510	False
MP	4	EPI3629466|MP|A/Madagascar/02465/2024|EPI_ISL_19530514|A_/_H1N1	EPI_ISL_19530514	False
MP	5	EPI5154616|MP|A/Madagascar/2998/2025|EPI_ISL_20367040|A_/_H1N1	EPI_ISL_20367040	False
MP	5	EPI5181877|MP|A/Madagascar/2996/2025|EPI_ISL_20374006|A_/_H1N1	EPI_ISL_20374006	False
MP	6	EPI5154584|MP|A/Madagascar/2642/2025|EPI_ISL_20367036|A_/_H1N1	EPI_ISL_20367036	False
MP	6	EPI4645263|MP|A/Madagascar/2361/2025|EPI_ISL_20150147|A_/_H1N1	EPI_ISL_20150147	False
MP	7	EPI4638823|MP|A/Madagascar/02050/2025|EPI_ISL_20144928|A_/_H1N1	EPI_ISL_20144928	False
MP	7	EPI4638816|MP|A/Madagascar/02054/2025|EPI_ISL_20144927|A_/_H1N1	EPI_ISL_20144927	False
MP	8	EPI4440451|MP|A/Madagascar/02097/2025|EPI_ISL_19907480|A_/_H1N1	EPI_ISL_19907480	False
MP	8	EPI4440440|MP|A/Madagascar/02048/2025|EPI_ISL_19907478|A_/_H1N1	EPI_ISL_19907478	False
MP	8	EPI4638840|MP|A/Madagascar/02287/2025|EPI_ISL_20144931|A_/_H1N1	EPI_ISL_20144931	False
MP	9	EPI3629561|MP|A/Madagascar/02655/2024|EPI_ISL_19530527|A_/_H1N1	EPI_ISL_19530527	False
MP	9	EPI3629502|MP|A/Madagascar/02528/2024|EPI_ISL_19530519|A_/_H1N1	EPI_ISL_19530519	False
MP	9	EPI3840639|MP|A/Madagascar/03221/2024|EPI_ISL_19687053|A_/_H1N1	EPI_ISL_19687053	False
MP	9	EPI3935117|MP|A/Madagascar/03221/2024|EPI_ISL_19723423|A_/_H1N1	EPI_ISL_19723423	False
MP	10	EPI4638835|MP|A/Madagascar/02191/2025|EPI_ISL_20144930|A_/_H1N1	EPI_ISL_20144930	False
MP	10	EPI4716705|MP|A/Madagascar/02191/2025|EPI_ISL_20178778|A_/_H1N1	EPI_ISL_20178778	False
MP	11	EPI2756973|MP|A/Madagascar/1736/2023|EPI_ISL_18303946|A_/_H1N1	EPI_ISL_18303946	False
MP	11	EPI2927164|MP|A/Madagascar/357/2023|EPI_ISL_18785934|A_/_H1N1	EPI_ISL_18785934	False
MP	12	EPI2756989|MP|A/Madagascar/1657/2023|EPI_ISL_18303948|A_/_H1N1	EPI_ISL_18303948	False
MP	12	EPI2756981|MP|A/Madagascar/6406/2023|EPI_ISL_18303947|A_/_H1N1	EPI_ISL_18303947	False
MP	13	EPI1703471|MP|A/Madagascar/5355/2019|EPI_ISL_413348|A_/_H1N1	EPI_ISL_413348	False
MP	13	EPI1705468|MP|A/Madagascar/5415/2019|EPI_ISL_413806|A_/_H1N1	EPI_ISL_413806	False
MP	14	EPI1546401|MP|A/Madagascar/552/2019|EPI_ISL_377817|A_/_H1N1	EPI_ISL_377817	False
MP	14	EPI1546417|MP|A/Madagascar/690/2019|EPI_ISL_377819|A_/_H1N1	EPI_ISL_377819	False
MP	15	EPI3629509|MP|A/Madagascar/02560/2024|EPI_ISL_19530520|A_/_H3N2	EPI_ISL_19530520	False
MP	15	EPI4638605|MP|A/Madagascar/01987/2025|EPI_ISL_20144893|A_/_H3N2	EPI_ISL_20144893	False
MP	15	EPI4715573|MP|A/Madagascar/01987/2025|EPI_ISL_20178565|A_/_H3N2	EPI_ISL_20178565	False
MP	16	EPI3629472|MP|A/Madagascar/02466/2024|EPI_ISL_19530515|A_/_H3N2	EPI_ISL_19530515	False
MP	16	EPI3629241|MP|A/Madagascar/02491/2024|EPI_ISL_19530479|A_/_H3N2	EPI_ISL_19530479	False
MP	17	EPI3629316|MP|A/Madagascar/02937/2024|EPI_ISL_19530490|A_/_H3N2	EPI_ISL_19530490	False
MP	17	EPI3839997|MP|A/Madagascar/03189/2024|EPI_ISL_19686969|A_/_H3N2	EPI_ISL_19686969	False
MP	17	EPI4638597|MP|A/Madagascar/01970/2025|EPI_ISL_20144892|A_/_H3N2	EPI_ISL_20144892	False
MP	17	EPI4715600|MP|A/Madagascar/01970/2025|EPI_ISL_20178568|A_/_H3N2	EPI_ISL_20178568	False
MP	18	EPI3629339|MP|A/Madagascar/00143/2024|EPI_ISL_19530493|A_/_H3N2	EPI_ISL_19530493	False
MP	18	EPI3519820|MP|A/Madagascar/216/2024|EPI_ISL_19355294|A_/_H3N2	EPI_ISL_19355294	False
MP	18	EPI3520233|MP|A/Madagascar/25/2024|EPI_ISL_19355347|A_/_H3N2	EPI_ISL_19355347	False
MP	19	EPI3520130|MP|A/Madagascar/141/2024|EPI_ISL_19355334|A_/_H3N2	EPI_ISL_19355334	False
MP	19	EPI4638568|MP|A/Madagascar/07126/2025|EPI_ISL_20144888|A_/_H3N2	EPI_ISL_20144888	False
MP	19	EPI4716720|MP|A/Madagascar/07126/2025|EPI_ISL_20178780|A_/_H3N2	EPI_ISL_20178780	False
MP	19	EPI4645095|MP|A/Madagascar/1994/2025|EPI_ISL_20150126|A_/_H3N2	EPI_ISL_20150126	False
MP	20	EPI3629220|MP|A/Madagascar/01281/2024|EPI_ISL_19530476|A_/_H3N2	EPI_ISL_19530476	False
MP	20	EPI3520001|MP|A/Madagascar/1282/2024|EPI_ISL_19355318|A_/_H3N2	EPI_ISL_19355318	False
MP	20	EPI3629344|MP|A/Madagascar/00144/2024|EPI_ISL_19530494|A_/_H3N2	EPI_ISL_19530494	False
MP	20	EPI3519941|MP|A/Madagascar/747/2024|EPI_ISL_19355310|A_/_H3N2	EPI_ISL_19355310	False
MP	21	EPI2157600|MP|A/Madagascar/3505/2022|EPI_ISL_14862569|A_/_H3N2	EPI_ISL_14862569	False
MP	21	EPI2366540|MP|A/Madagascar/2881/2022|EPI_ISL_16834336|A_/_H3N2	EPI_ISL_16834336	False
MP	21	EPI2369956|MP|A/Madagascar/3601/2022|EPI_ISL_16836074|A_/_H3N2	EPI_ISL_16836074	False
MP	21	EPI2370134|MP|A/Madagascar/3556/2022|EPI_ISL_16836306|A_/_H3N2	EPI_ISL_16836306	False
MP	21	EPI2136181|MP|A/Madagascar/3322/2022|EPI_ISL_14727213|A_/_H3N2	EPI_ISL_14727213	False
MP	22	EPI2366531|MP|A/Madagascar/2597/2022|EPI_ISL_16834334|A_/_H3N2	EPI_ISL_16834334	False
MP	22	EPI2136141|MP|A/Madagascar/2829/2022|EPI_ISL_14727208|A_/_H3N2	EPI_ISL_14727208	False
MP	22	EPI2366549|MP|A/Madagascar/2040/2022|EPI_ISL_16834337|A_/_H3N2	EPI_ISL_16834337	False
MP	22	EPI2036706|MP|A/Madagascar/2994/2021|EPI_ISL_12710447|A_/_H3N2	EPI_ISL_12710447	False
MP	22	EPI2136149|MP|A/Madagascar/2728/2022|EPI_ISL_14727209|A_/_H3N2	EPI_ISL_14727209	False
MP	22	EPI2136226|MP|A/Madagascar/796/2022|EPI_ISL_14727219|A_/_H3N2	EPI_ISL_14727219	False
MP	22	EPI2036836|MP|A/Madagascar/4813/2021|EPI_ISL_12710465|A_/_H3N2	EPI_ISL_12710465	False
MP	22	EPI2036828|MP|A/Madagascar/3000/2021|EPI_ISL_12710464|A_/_H3N2	EPI_ISL_12710464	False
MP	22	EPI2136242|MP|A/Madagascar/798/2022|EPI_ISL_14727221|A_/_H3N2	EPI_ISL_14727221	False
MP	22	EPI2136157|MP|A/Madagascar/1624/2022|EPI_ISL_14727210|A_/_H3N2	EPI_ISL_14727210	False
MP	23	EPI1547075|MP|A/Madagascar/657/2019|EPI_ISL_377903|A_/_H3N2	EPI_ISL_377903	False
MP	23	EPI1607642|MP|A/Madagascar/657/2019|EPI_ISL_395106|A_/_H3N2	EPI_ISL_395106	False
MP	24	EPI4440464|MP|A/Madagascar/01473/2025|EPI_ISL_19907482|A_/_H3N2	EPI_ISL_19907482	False
MP	24	EPI3839984|MP|A/Madagascar/03416/2024|EPI_ISL_19686967|A_/_H3N2	EPI_ISL_19686967	False
MP	24	EPI4576530|MP|A/Madagascar/71538/2025|EPI_ISL_20090078|A_/_H3N2	EPI_ISL_20090078	False
MP	24	EPI5042332|MP|A/Madagascar/04481/2025|EPI_ISL_20337083|A_/_H3N2	EPI_ISL_20337083	False
MP	24	EPI4995221|MP|A/Madagascar/04148/2025|EPI_ISL_20325347|A_/_H3N2	EPI_ISL_20325347	False
MP	24	EPI4974654|MP|A/Madagascar/04237/2025|EPI_ISL_20316003|A_/_H3N2	EPI_ISL_20316003	False
MP	24	EPI4783966|MP|A/Madagascar/03676/2025|EPI_ISL_20240066|A_/_H3N2	EPI_ISL_20240066	False
MP	24	EPI4576327|MP|A/Madagascar/00128/2025|EPI_ISL_20090047|A_/_H3N2	EPI_ISL_20090047	False
MP	24	EPI4440457|MP|A/Madagascar/01346/2025|EPI_ISL_19907481|A_/_H3N2	EPI_ISL_19907481	False
MP	24	EPI4783891|MP|A/Madagascar/03473/2025|EPI_ISL_20240056|A_/_H3N2	EPI_ISL_20240056	False
MP	24	EPI4783907|MP|A/Madagascar/03570/2025|EPI_ISL_20240058|A_/_H3N2	EPI_ISL_20240058	False
MP	24	EPI4576363|MP|A/Madagascar/71292/2025|EPI_ISL_20090053|A_/_H3N2	EPI_ISL_20090053	False
MP	24	EPI4638642|MP|A/Madagascar/02289/2025|EPI_ISL_20144899|A_/_H3N2	EPI_ISL_20144899	False
MP	24	EPI4638590|MP|A/Madagascar/01846/2025|EPI_ISL_20144891|A_/_H3N2	EPI_ISL_20144891	False
MP	24	EPI4645063|MP|A/Madagascar/2063/2025|EPI_ISL_20150122|A_/_H3N2	EPI_ISL_20150122	False
MP	24	EPI5179479|MP|A/Madagascar/3496/2025|EPI_ISL_20373617|A_/_H3N2	EPI_ISL_20373617	False
MP	24	EPI5155747|MP|A/Madagascar/3751/2025|EPI_ISL_20367256|A_/_H3N2	EPI_ISL_20367256	False
MP	24	EPI4576370|MP|A/Madagascar/71674/2025|EPI_ISL_20090054|A_/_H3N2	EPI_ISL_20090054	False
MP	24	EPI4742817|MP|A/Madagascar/01957/2025|EPI_ISL_20206041|A_/_H3N2	EPI_ISL_20206041	False
MP	24	EPI4638610|MP|A/Madagascar/01957/2025|EPI_ISL_20144894|A_/_H3N2	EPI_ISL_20144894	False
MP	24	EPI4645087|MP|A/Madagascar/1565/2025|EPI_ISL_20150125|A_/_H3N2	EPI_ISL_20150125	False
MP	24	EPI4645135|MP|A/Madagascar/1856/2025|EPI_ISL_20150131|A_/_H3N2	EPI_ISL_20150131	False
MP	24	EPI4645111|MP|A/Madagascar/1753/2025|EPI_ISL_20150128|A_/_H3N2	EPI_ISL_20150128	False
MP	24	EPI5155779|MP|A/Madagascar/3755/2025|EPI_ISL_20367260|A_/_H3N2	EPI_ISL_20367260	False
MP	25	EPI5155755|MP|A/Madagascar/3719/2025|EPI_ISL_20367257|A_/_H3N2	EPI_ISL_20367257	False
MP	25	EPI5042309|MP|A/Madagascar/04462/2025|EPI_ISL_20337080|A_/_H3N2	EPI_ISL_20337080	False
MP	25	EPI4995339|MP|A/Madagascar/04311/2025|EPI_ISL_20325362|A_/_H3N2	EPI_ISL_20325362	False
MP	25	EPI4874072|MP|A/Madagascar/04105/2025|EPI_ISL_20282213|A_/_H3N2	EPI_ISL_20282213	False
MP	25	EPI5042203|MP|A/Madagascar/04314/2025|EPI_ISL_20337066|A_/_H3N2	EPI_ISL_20337066	False
MP	25	EPI4832074|MP|A/Madagascar/03959/2025|EPI_ISL_20264912|A_/_H3N2	EPI_ISL_20264912	False
MP	25	EPI4974700|MP|A/Madagascar/04312/2025|EPI_ISL_20316009|A_/_H3N2	EPI_ISL_20316009	False
MP	25	EPI4995214|MP|A/Madagascar/04140/2025|EPI_ISL_20325346|A_/_H3N2	EPI_ISL_20325346	False
MP	25	EPI5178903|MP|A/Madagascar/3736/2025|EPI_ISL_20373541|A_/_H3N2	EPI_ISL_20373541	False
MP	25	EPI5179856|MP|A/Madagascar/3778/2025|EPI_ISL_20373664|A_/_H3N2	EPI_ISL_20373664	False
MP	25	EPI4995237|MP|A/Madagascar/04178/2025|EPI_ISL_20325349|A_/_H3N2	EPI_ISL_20325349	False
MP	25	EPI4995315|MP|A/Madagascar/04305/2025|EPI_ISL_20325359|A_/_H3N2	EPI_ISL_20325359	False
MP	25	EPI5178827|MP|A/Madagascar/3323/2025|EPI_ISL_20373532|A_/_H3N2	EPI_ISL_20373532	False
MP	25	EPI5179047|MP|A/Madagascar/3927/2025|EPI_ISL_20373560|A_/_H3N2	EPI_ISL_20373560	False
MP	25	EPI5042302|MP|A/Madagascar/04449/2025|EPI_ISL_20337079|A_/_H3N2	EPI_ISL_20337079	False
MP	25	EPI4783862|MP|A/Madagascar/02979/2025|EPI_ISL_20240052|A_/_H3N2	EPI_ISL_20240052	False
MP	25	EPI4783877|MP|A/Madagascar/03360/2025|EPI_ISL_20240054|A_/_H3N2	EPI_ISL_20240054	False
MP	25	EPI4873930|MP|A/Madagascar/03985/2025|EPI_ISL_20282195|A_/_H3N2	EPI_ISL_20282195	False
MP	25	EPI4974616|MP|A/Madagascar/04147/2025|EPI_ISL_20315998|A_/_H3N2	EPI_ISL_20315998	False
MP	25	EPI5042256|MP|A/Madagascar/04347/2025|EPI_ISL_20337073|A_/_H3N2	EPI_ISL_20337073	False
MP	25	EPI4832034|MP|A/Madagascar/03923/2025|EPI_ISL_20264907|A_/_H3N2	EPI_ISL_20264907	False
MP	25	EPI4873970|MP|A/Madagascar/04017/2025|EPI_ISL_20282200|A_/_H3N2	EPI_ISL_20282200	False
MP	25	EPI4974738|MP|A/Madagascar/04403/2025|EPI_ISL_20316014|A_/_H3N2	EPI_ISL_20316014	False
MP	25	EPI5042279|MP|A/Madagascar/04375/2025|EPI_ISL_20337076|A_/_H3N2	EPI_ISL_20337076	False
MP	25	EPI4995245|MP|A/Madagascar/04205/2025|EPI_ISL_20325350|A_/_H3N2	EPI_ISL_20325350	False
MP	25	EPI4995199|MP|A/Madagascar/04114/2025|EPI_ISL_20325344|A_/_H3N2	EPI_ISL_20325344	False
MP	25	EPI4974647|MP|A/Madagascar/04208/2025|EPI_ISL_20316002|A_/_H3N2	EPI_ISL_20316002	False
MP	25	EPI4995292|MP|A/Madagascar/04265/2025|EPI_ISL_20325356|A_/_H3N2	EPI_ISL_20325356	False
MP	25	EPI4832003|MP|A/Madagascar/03840/2025|EPI_ISL_20264903|A_/_H3N2	EPI_ISL_20264903	False
MP	25	EPI4831995|MP|A/Madagascar/03839/2025|EPI_ISL_20264902|A_/_H3N2	EPI_ISL_20264902	False
MP	25	EPI4832058|MP|A/Madagascar/03944/2025|EPI_ISL_20264910|A_/_H3N2	EPI_ISL_20264910	False
MP	25	EPI5191599|MP|A/Madagascar/00311/2026|EPI_ISL_20379682|A_/_H3N2	EPI_ISL_20379682	False
MP	25	EPI5191533|MP|A/Madagascar/03776/2025|EPI_ISL_20379671|A_/_H3N2	EPI_ISL_20379671	False
MP	25	EPI4874064|MP|A/Madagascar/04103/2025|EPI_ISL_20282212|A_/_H3N2	EPI_ISL_20282212	False
MP	25	EPI4832089|MP|A/Madagascar/03974/2025|EPI_ISL_20264914|A_/_H3N2	EPI_ISL_20264914	False
MP	25	EPI4873962|MP|A/Madagascar/04015/2025|EPI_ISL_20282199|A_/_H3N2	EPI_ISL_20282199	False
MP	25	EPI4832027|MP|A/Madagascar/03889/2025|EPI_ISL_20264906|A_/_H3N2	EPI_ISL_20264906	False
MP	25	EPI5042355|MP|A/Madagascar/04514/2025|EPI_ISL_20337086|A_/_H3N2	EPI_ISL_20337086	False
MP	25	EPI4874017|MP|A/Madagascar/04053/2025|EPI_ISL_20282206|A_/_H3N2	EPI_ISL_20282206	False
MP	25	EPI4832066|MP|A/Madagascar/03958/2025|EPI_ISL_20264911|A_/_H3N2	EPI_ISL_20264911	False
MP	25	EPI5191529|MP|A/Madagascar/03745/2025|EPI_ISL_20379670|A_/_H3N2	EPI_ISL_20379670	False
MP	25	EPI5178943|MP|A/Madagascar/3607/2025|EPI_ISL_20373546|A_/_H3N2	EPI_ISL_20373546	False
MP	26	EPI5042217|MP|A/Madagascar/04331/2025|EPI_ISL_20337068|A_/_H3N2	EPI_ISL_20337068	False
MP	26	EPI5191612|MP|A/Madagascar/00448/2026|EPI_ISL_20379685|A_/_H3N2	EPI_ISL_20379685	False
MP	27	EPI2366522|MP|A/Madagascar/1646/2022|EPI_ISL_16834332|A_/_H3N2	EPI_ISL_16834332	False
MP	27	EPI2036820|MP|A/Madagascar/4126/2021|EPI_ISL_12710462|A_/_H3N2	EPI_ISL_12710462	False
MP	28	EPI1317958|MP|A/Madagascar/424/2018|EPI_ISL_331071|A_/_H3N2	EPI_ISL_331071	False
MP	28	EPI1282661|MP|A/Madagascar/424/2018|EPI_ISL_322934|A_/_H3N2	EPI_ISL_322934	False
MP	29	EPI1317145|MP|A/Madagascar/1123/2018|EPI_ISL_330970|A_/_H3N2	EPI_ISL_330970	False
MP	29	EPI1282629|MP|A/Madagascar/1123/2018|EPI_ISL_322930|A_/_H3N2	EPI_ISL_322930	False
MP	30	EPI1136447|MP|A/Madagascar/3319/2017|EPI_ISL_290661|A_/_H3N2	EPI_ISL_290661	False
MP	30	EPI1136431|MP|A/Madagascar/3095/2017|EPI_ISL_290659|A_/_H3N2	EPI_ISL_290659	False
MP	31	EPI508315|MP|A/Madagascar/7210/2010|EPI_ISL_86065|A_/_H3N2	EPI_ISL_86065	False
MP	31	EPI508320|MP|A/Madagascar/7849/2010|EPI_ISL_86070|A_/_H3N2	EPI_ISL_86070	False
MP	31	EPI508318|MP|A/Madagascar/7482/2010|EPI_ISL_86068|A_/_H3N2	EPI_ISL_86068	False
MP	32	EPI508309|MP|A/Madagascar/6157/2010|EPI_ISL_86059|A_/_H3N2	EPI_ISL_86059	False
MP	32	EPI508313|MP|A/Madagascar/7184/2010|EPI_ISL_86063|A_/_H3N2	EPI_ISL_86063	False
MP	33	EPI508311|MP|A/Madagascar/6613/2010|EPI_ISL_86061|A_/_H3N2	EPI_ISL_86061	False
MP	33	EPI508319|MP|A/Madagascar/7749/2010|EPI_ISL_86069|A_/_H3N2	EPI_ISL_86069	False
MP	34	EPI1281808|MP|B/Madagascar/667/2018|EPI_ISL_322830|B	EPI_ISL_322830	False
MP	34	EPI1281990|MP|B/Madagascar/1351/2018|EPI_ISL_322855|B	EPI_ISL_322855	False
MP	35	EPI902813|MP|B/Madagascar/1191/2011|EPI_ISL_246503|B	EPI_ISL_246503	False
MP	35	EPI902814|MP|B/Madagascar/2550/2011|EPI_ISL_246504|B	EPI_ISL_246504	False
MP	35	EPI902834|MP|B/Madagascar/3866/2011|EPI_ISL_246524|B	EPI_ISL_246524	False
MP	35	EPI902894|MP|B/Madagascar/201119/2011|EPI_ISL_246584|B	EPI_ISL_246584	False
MP	35	EPI902968|MP|B/Madagascar/7766/2010|EPI_ISL_246658|B	EPI_ISL_246658	False
MP	35	EPI902895|MP|B/Madagascar/0245/2011|EPI_ISL_246585|B	EPI_ISL_246585	False
MP	35	EPI902835|MP|B/Madagascar/8699/2011|EPI_ISL_246525|B	EPI_ISL_246525	False
MP	36	EPI904762|MP|B/Madagascar/01732/2012|EPI_ISL_246843|B	EPI_ISL_246843	False
MP	36	EPI904765|MP|B/Madagascar/03142/2012|EPI_ISL_246846|B	EPI_ISL_246846	False
MP	36	EPI904766|MP|B/Madagascar/03165/2012|EPI_ISL_246847|B	EPI_ISL_246847	False
MP	36	EPI904764|MP|B/Madagascar/02856/2012|EPI_ISL_246845|B	EPI_ISL_246845	False
MP	36	EPI904763|MP|B/Madagascar/02853/2012|EPI_ISL_246844|B	EPI_ISL_246844	False
MP	36	EPI904760|MP|B/Madagascar/01593/2012|EPI_ISL_246841|B	EPI_ISL_246841	False
MP	36	EPI904759|MP|B/Madagascar/01591/2012|EPI_ISL_246840|B	EPI_ISL_246840	False
MP	37	EPI1544866|MP|B/Madagascar/893/2019|EPI_ISL_377615|B	EPI_ISL_377615	False
MP	37	EPI1544858|MP|B/Madagascar/547/2019|EPI_ISL_377614|B	EPI_ISL_377614	False
MP	37	EPI1705520|MP|B/Madagascar/4181/2019|EPI_ISL_413814|B	EPI_ISL_413814	False
MP	37	EPI1705528|MP|B/Madagascar/4223/2019|EPI_ISL_413815|B	EPI_ISL_413815	False
MP	37	EPI1705512|MP|B/Madagascar/4789/2019|EPI_ISL_413813|B	EPI_ISL_413813	False
MP	37	EPI1705793|MP|B/Madagascar/4273/2019|EPI_ISL_413849|B	EPI_ISL_413849	False
MP	38	EPI1166447|MP|B/Madagascar/3833/2017|EPI_ISL_296533|B	EPI_ISL_296533	False
MP	38	EPI1166456|MP|B/Madagascar/3832/2017|EPI_ISL_296534|B	EPI_ISL_296534	False
MP	39	EPI1849721|MP|B/Madagascar/343/2020|EPI_ISL_1180151|B	EPI_ISL_1180151	False
MP	39	EPI1703998|MP|B/Madagascar/6679/2019|EPI_ISL_413417|B	EPI_ISL_413417	False
MP	39	EPI1849753|MP|B/Madagascar/358/2020|EPI_ISL_1180163|B	EPI_ISL_1180163	False
MP	39	EPI1849729|MP|B/Madagascar/344/2020|EPI_ISL_1180160|B	EPI_ISL_1180160	False
MP	39	EPI1704006|MP|B/Madagascar/7265/2019|EPI_ISL_413418|B	EPI_ISL_413418	False
MP	40	EPI2036457|MP|B/Madagascar/2408/2021|EPI_ISL_12709830|B	EPI_ISL_12709830	False
MP	40	EPI2036497|MP|B/Madagascar/1087/2021|EPI_ISL_12709835|B	EPI_ISL_12709835	False
MP	41	EPI2036521|MP|B/Madagascar/3139/2021|EPI_ISL_12709838|B	EPI_ISL_12709838	False
MP	41	EPI2036553|MP|B/Madagascar/1828/2021|EPI_ISL_12709842|B	EPI_ISL_12709842	False
MP	42	EPI3949558|MP|B/Madagascar/2898/2024|EPI_ISL_19726505|B	EPI_ISL_19726505	False
MP	42	EPI3949420|MP|B/Madagascar/3366/2024|EPI_ISL_19726486|B	EPI_ISL_19726486	False
